Rxn,cytosol,plastid,plasma membrane,mitochondria,peroxisome,vacuole,thylakoid,inner mitochondrial matrix
PLASMALOGEN_SYNTHASE_RXN,1,0,0,0,0,0,0,0
RXN0A_10711,1,1,1,1,1,0,0,0
RXN_5642,1,0,0,0,0,0,0,0
RXN_5643,1,0,0,0,0,0,0,0
RIBOKIN_RXN,0,1,0,0,0,0,0,0
RXN_5641,1,0,0,0,0,0,0,0
ORNCARBAMTRANSFER_RXN,0,1,0,1,0,0,0,0
ISOFLAVONE_2_HYDROXYLASE_RXN,1,0,0,0,0,0,0,0
HYPOXANPRIBOSYLTRAN_RXN,1,1,0,0,0,0,0,0
RXN_7737,0,1,0,0,0,0,0,0
HISTIDPHOS_RXN,0,1,0,0,0,0,0,0
RXN_6601,0,1,0,0,0,0,0,0
RXN_7738,0,1,0,0,0,0,0,0
GLYCERONE_KINASE_RXN,1,0,0,0,0,0,0,0
RXN_2043,1,0,1,0,0,1,0,0
RXN_8629,1,0,0,0,0,0,0,0
RXN_8991,1,1,0,0,0,0,0,0
PHOSPHOMEVALONATE_KINASE_RXN,1,0,0,0,0,0,0,0
RXN_8992,1,0,0,0,0,0,0,0
RXN_8574,1,0,0,0,0,0,0,0
3_5_2_17_RXN,0,0,0,0,1,0,0,0
FORMATETHFLIG_RXN,1,1,0,1,0,0,0,0
R01057,0,1,0,0,0,0,0,0
CYTIDEAM2_RXN,1,0,0,0,0,0,0,0
1_17_4_2_RXN,1,0,0,0,0,0,0,0
RIB5PISOM_RXN,1,1,0,0,0,0,0,0
4_HYDROXYPHENYLPYRUVATE_DIOXYGENASE_RXN,1,1,0,0,0,0,0,0
RXN_12124,1,0,0,0,0,0,0,0
RXN_12125,1,0,0,0,0,0,0,0
RXN_12126,1,0,0,0,0,0,0,0
RXN_12127,1,0,0,0,0,0,0,0
RXN_3541,0,0,0,0,1,0,0,0
RXN_12123,1,0,0,0,0,0,0,0
2_1_1_71_RXN,1,0,0,0,0,0,0,0
RXN_12128,1,0,0,0,0,0,0,0
RXN_9971,0,0,1,0,0,0,0,0
AGMATINE_N4_COUMAROYLTRANSFERASE_RXN,1,0,0,0,0,0,0,0
NAD_KIN_RXN,1,1,0,0,0,0,0,0
RXN_8197,1,0,0,0,0,0,0,0
RXN_10948,1,0,0,0,0,0,0,0
3_1_3_66_RXN,1,0,0,1,0,0,0,0
RXN_10949,1,0,0,0,0,0,0,0
2_4_1_207_RXN,1,0,0,0,0,0,0,0
RXN_11047,0,0,1,0,0,1,0,0
SERINE__PYRUVATE_AMINOTRANSFERASE_RXN,1,0,0,0,0,0,0,0
RXN_12496,1,0,0,0,0,0,0,0
ADENYL_KIN_RXN,1,1,0,1,0,0,0,0
HISTCYCLOHYD_RXN,0,1,0,0,0,0,0,0
R01433,1,0,0,0,0,0,0,0
RXN_8171,1,0,0,0,0,0,0,0
RXN_6902,1,0,0,0,0,0,0,0
RXN_12019,0,1,0,0,0,0,0,0
PYRIMSYN1_RXN,0,1,0,0,0,0,0,0
1_3_1_9_RXN,0,1,0,0,0,0,0,0
SULFITE_OXIDASE_RXN,0,0,0,0,1,0,0,0
RXN_9372,1,0,0,0,0,0,0,0
RXN_9804,1,1,0,0,0,0,0,0
3_OXOACYL_ACP_REDUCT_RXN,0,1,0,0,0,0,0,0
RXN_8285,1,0,0,0,0,0,0,0
FADSYN_RXN,0,1,0,0,0,0,0,0
RXN_8287,1,0,0,0,0,0,0,0
RXN_8286,1,0,0,0,0,0,0,0
RXN_9628,0,0,0,0,1,0,0,0
RXN_9629,1,0,0,0,0,0,0,0
MERCAPYSTRANS_RXN,1,0,0,0,0,0,0,0
RXN_12278,1,0,0,0,0,0,0,0
RXN_12279,1,0,0,0,0,0,0,0
RXN_9623,0,1,0,0,0,0,0,0
RXN_9624,0,1,0,0,0,0,0,0
2_4_1_223_RXN,1,0,0,0,0,0,0,0
RXN_9626,1,0,0,0,0,0,0,0
RXN_9627,0,0,0,0,1,0,0,0
mzrxn10,0,0,0,0,0,0,0,0
1TRANSKETO_RXN,1,1,0,0,0,0,0,0
GLUCONOKIN_RXN,1,0,0,0,0,0,0,0
NICOTINATEPRIBOSYLTRANS_RXN,1,0,0,0,0,0,0,0
R01549,1,0,0,0,0,0,0,0
RXN_8772,1,0,0,0,0,0,0,0
6_3_2_7_RXN,1,0,0,0,0,0,0,0
R524_RXN,1,1,0,1,0,0,0,0
RXN_11476,1,0,0,0,0,0,0,0
RXN_11475,0,0,0,1,0,0,0,0
RXN_12302,1,0,0,0,0,0,0,0
2_5_1_46_RXN,1,0,0,0,0,0,0,0
2_5_1_19_RXN,1,1,0,0,0,0,0,0
MR00429,1,0,0,0,0,0,0,0
6_3_4_11_RXN,1,0,0,0,0,0,0,0
PHOSPHATIDYLINOSITOL_BISPHOSPHATASE_RXN,0,1,0,0,0,0,0,0
RXN_9023,1,1,0,1,0,0,0,0
RXN_10654,1,0,0,0,0,0,0,0
1_1_1_170_RXN,1,0,0,0,0,0,0,0
r_3_hydroxymyristoyl_acps_c2,0,0,0,0,0,0,0,0
RXN_10658,1,0,0,0,0,0,0,0
RXN_10659,1,0,0,0,0,0,0,0
RXN_16155,1,0,0,0,0,0,0,0
GLUC1PURIDYLTRANS_RXN,1,0,0,0,0,0,0,0
MEPROPCOA_FAD_RXN,0,0,0,1,0,0,0,0
3_2_1_8_RXN,1,0,0,1,0,0,0,0
RXN0_1133,1,0,0,0,0,0,0,0
RXN0_1132,1,0,0,0,0,0,0,0
RXN0_1134,1,0,0,0,0,0,0,0
TETRAHYDROBERBERINE_OXIDASE_RXN,1,0,0,0,0,0,0,0
UDP_GLUCURONOSYLTRANSFERASE_RXN,0,1,0,0,0,0,0,0
RXN_5106,1,0,0,0,0,0,0,0
RXN_5101,1,0,0,0,0,0,0,0
2_7_9_5_RXN,1,0,0,0,0,0,0,0
RXNN_404,0,1,0,0,0,0,0,0
RXN_5109,1,0,0,0,0,0,0,0
3_6_3_16_RXN,0,0,0,0,0,0,0,0
PSII_RXN,0,0,0,0,0,0,0,0
UDPNACETYLGLUCOSAMACYLTRANS_RXN,1,0,0,1,0,0,0,0
RXN_2601,1,0,0,0,0,0,0,0
3_6_3_1_RXN,0,0,0,0,0,0,0,0
rxn_12261,0,1,0,0,0,0,0,0
CHOLINE_KINASE_RXN,1,1,0,0,0,0,0,0
1_5_1_20_RXN,1,0,0,0,0,0,0,0
R83_RXN,1,0,0,0,0,0,0,0
RXN1F_72,0,1,0,0,0,0,0,0
RXN4FS_2,1,0,0,0,0,0,0,0
THROMBOXANE_A_SYNTHASE_RXN,0,0,0,0,1,0,0,0
UDPKIN_RXN,1,1,0,0,0,0,0,0
1_5_1_25_RXN,1,0,0,0,0,0,0,0
4_1_1_32_RXN,0,1,0,0,0,0,0,0
RXN1G_488,1,0,0,0,0,0,0,0
RXN0_901,1,0,0,0,1,0,0,0
KETOLACTOSE_RXN,1,0,0,0,0,0,0,0
1_3_1_2_RXN,0,1,0,0,0,0,0,0
RXN0_722,0,1,0,0,0,0,0,0
RXN0_724,0,1,0,0,0,0,0,0
11_BETA_HYDROXYSTEROID_DEHYDROGENASE_RXN,1,0,0,0,0,0,0,0
RXN_14200,0,1,0,0,0,0,0,0
2_3_1_158_RXN,1,0,0,0,0,0,0,0
CPM_KDOSYNTH_RXN,0,1,0,0,0,0,0,0
CHOLESTEROL_OXIDASE_RXN,1,0,0,0,0,0,0,0
ACYL_COA_OXIDASE_RXN,0,0,0,0,1,0,0,0
RXN_13689,1,0,0,0,0,0,0,0
RXN_13685,1,0,0,0,0,0,0,0
ALLIIN_LYASE_RXN,1,0,0,0,0,0,0,0
AICARSYN_RXN,0,1,0,1,0,0,0,0
GTP_CYCLOHYDRO_II_RXN,0,1,0,0,0,0,0,0
TRYPSYN_RXN,0,1,0,0,0,0,0,0
ACETOLACTSYN_RXN,1,1,0,0,0,0,0,0
3_DEHYDROSPHINGANINE_REDUCTASE_RXN,1,0,0,0,0,0,0,0
RXN_1824,1,0,0,0,0,0,0,0
CHOLESTENONE_5_BETA_REDUCTASE_RXN,1,0,0,0,0,0,0,0
mzrxn7,0,0,0,0,0,0,0,0
mzrxn6,0,0,0,0,0,0,0,0
mzrxn5,0,0,0,0,0,0,0,0
mzrxn4,0,0,0,0,0,0,0,0
mzrxn3,0,0,0,0,0,0,0,0
5_METHYLTHIOADENOSINE_PHOSPHORYLASE_RXN,1,0,0,0,0,0,0,0
mzrxn1,0,0,0,0,0,0,0,0
TRIPHOSPHATASE_RXN,1,0,0,0,0,0,0,0
mzrxn9,0,0,0,0,0,0,0,0
mzrxn8,0,0,0,0,0,0,0,0
GALACTOSE_OXIDASE_RXN,0,0,1,0,0,0,0,0
RXN_14047,1,0,0,1,1,0,0,0
PEPDEPHOS_RXN,1,1,0,0,0,0,0,0
SAICARSYN_RXN,0,1,0,0,0,0,0,0
RXN_4702,1,0,0,0,0,0,0,0
RXN_4703,1,0,0,0,0,0,0,0
PHOSMANMUT_RXN,1,1,0,0,0,0,0,0
BETAGALACTOSID_RXN,1,1,0,0,0,0,0,0
4_NITROPHENYLPHOSPHATASE_RXN,1,1,0,1,0,0,0,0
PYRIDOXKIN_RXN,0,1,0,0,0,0,0,0
RXN_12495,0,1,0,0,0,0,0,0
1_2_1_25_RXN,0,0,0,1,0,0,0,0
rxn_11876,1,0,0,0,0,0,0,0
rxn_11878,1,0,0,0,0,0,0,0
PSEUDOURIDINE_KINASE_RXN,0,1,0,0,0,0,0,0
RXN_8616,1,0,0,0,0,0,0,0
R00772,1,0,0,0,0,0,0,0
RXN_9563,1,0,0,0,0,0,0,0
RXN_11486,0,1,0,0,0,0,0,0
1_2_1_27_RXN,1,0,0,1,0,0,0,0
R01737,1,0,0,0,0,0,0,0
rxn_961,0,1,0,0,0,0,0,0
PHOSACETYLTRANS_RXN,1,0,0,0,0,0,0,0
NAG1P_URIDYLTRANS_RXN,1,0,0,0,0,0,0,0
RXN_7651,1,0,0,0,0,0,0,0
TRANSENOYLCOARED_RXN,0,0,0,0,1,0,0,0
1_1_1_264_RXN,1,0,0,0,0,0,0,0
3_2_1_48_RXN,1,0,0,0,0,0,0,0
H2NEOPTERINP3PYROPHOSPHOHYDRO_RXN,0,1,0,0,0,0,0,0
R15_RXN,1,0,0,0,0,0,0,0
PEROXID_RXN,1,0,0,0,0,0,0,0
GALACTOLIPASE_RXN,0,1,0,0,0,0,0,0
RXN_12460,1,0,0,0,0,0,0,0
PHOSCHOL_RXN,1,1,1,1,1,0,0,0
RXN_8389,1,1,0,0,0,0,0,0
GLUC1PADENYLTRANS_RXN,1,1,0,1,0,0,0,0
3_5_1_60_RXN,1,0,0,0,0,0,0,0
R01138,1,0,0,0,0,0,0,0
FORMYLTHFDEFORMYL_RXN,0,1,0,0,0,0,0,0
RXN_8149,1,0,0,1,0,0,0,0
RXN_8147,1,0,0,0,0,0,0,0
RXN_9663,0,1,0,1,0,0,0,0
RXN_1126,1,0,0,0,1,0,0,0
RXN_8813,0,1,0,0,0,0,0,0
RXN_8547,1,0,0,0,0,0,0,0
RXN_12204,1,1,0,0,0,0,0,0
VICIANIN_BETA_GLUCOSIDASE_RXN,1,0,0,0,0,0,0,0
RXN_12200,1,1,0,0,0,0,0,0
RXN_12203,1,0,0,0,0,0,0,0
METHIONINE_S_METHYLTRANSFERASE_RXN,1,0,0,0,0,0,0,0
RXN_9633,0,1,0,0,0,0,0,0
RXN_9632,0,1,0,0,0,0,0,0
RXN_9630,1,0,0,0,0,0,0,0
RXN_9635,0,1,0,0,0,0,0,0
RXN_9634,0,1,0,0,0,0,0,0
2_7_1_90_RXN,1,0,0,0,0,0,0,0
rxn_1603,0,1,0,0,0,0,0,0
3PGAREARR_RXN,1,0,0,0,0,0,0,0
RXN_12669,1,0,0,0,0,0,0,0
RXN_12519,0,0,0,0,1,0,0,0
RXN_12518,1,0,0,0,0,0,0,0
RXN_11316,1,0,0,0,0,0,0,0
mzrxn40,0,0,0,0,0,0,0,0
RXN_12510,1,0,0,0,0,0,0,0
mzrxn42,0,0,0,0,0,0,0,0
mzrxn43,0,0,0,0,0,0,0,0
mzrxn44,0,0,0,0,0,0,0,0
RXN_12846,1,0,0,0,0,0,0,0
RXN_12845,1,0,0,0,0,0,0,0
mzrxn47,0,0,0,0,0,0,0,0
RXN_9031,1,0,0,0,0,0,0,0
1_8_5_1_RXN,1,1,0,0,0,0,0,0
DXS_RXN,0,1,0,0,0,0,0,0
RXN_12681,1,0,0,0,0,0,0,0
RXN_12680,1,0,0,0,0,0,0,0
#NAME?,1,0,0,0,0,0,0,0
RXN_12686,1,1,0,0,0,0,0,0
GLUTDECARBOX_RXN,1,0,0,0,0,0,0,0
GPH_RXN,0,1,0,0,0,0,0,0
2_4_1_228_RXN,1,0,0,0,0,0,0,0
RXN_11268,1,0,0,0,1,0,0,0
RXN_11267,1,0,0,0,0,0,0,0
MR01075,1,0,0,0,0,0,0,0
RXN_14166,1,0,0,0,0,0,0,0
RXN_14167,1,0,0,0,0,0,0,0
RXN_14165,1,0,0,0,0,0,0,0
3_DEHYDROQUINATE_SYNTHASE_RXN,0,1,0,0,0,0,0,0
RXN_14168,1,0,0,0,0,0,0,0
GLYOHMETRANS_RXN,0,1,0,1,0,0,0,0
RXN_12280,1,0,0,0,0,0,0,0
MALONYL_COA_ACP_TRANSACYL_RXN,0,1,0,0,0,0,0,0
ENTDB_RXN,1,0,0,0,0,0,0,0
RXN_4444,1,0,0,0,0,0,0,0
CHALCONE_ISOMERASE_RXN,1,0,0,0,0,0,0,0
5_1_2_3_RXN,1,0,0,0,0,0,0,0
RXN_7739,0,1,0,0,0,0,0,0
tetracosanoatepro,0,0,0,0,0,0,0,0
AGMATINE_DEIMINASE_RXN,0,1,0,0,0,0,0,0
RXN1G_363,1,0,0,0,0,0,0,0
RXN_16099,1,0,0,0,0,0,0,0
ENOYL_COA_DELTA_ISOM_RXN,0,0,0,0,1,0,0,0
mzrxn,0,0,0,0,0,0,0,0
PHOSPHOLIPASE_C_RXN,0,1,0,0,0,0,0,0
DGDPKIN_RXN,0,1,0,0,0,0,0,0
RXN_5682,1,1,0,0,0,0,0,0
RXN_16097,0,0,1,0,0,0,0,0
TOCOPHEROL_O_METHYLTRANSFERASE_RXN,0,1,0,0,0,0,0,0
GLUCURONOKINASE_RXN,1,0,0,0,0,0,0,0
RIBULOSE_BISPHOSPHATE_CARBOXYLASE_RXN,0,1,0,0,0,0,0,0
RXN_18216,1,0,0,0,0,0,0,0
RXN_11881,1,0,0,0,0,0,0,0
RXN3O_54,1,0,0,0,0,0,0,0
ANTHRANILATE_N_METHYLTRANSFERASE_RXN,1,0,0,0,0,0,0,0
GLUTSEMIALDEHYDROG_RXN,1,1,0,1,0,0,0,0
UDP_GLUCURONATE_DECARBOXYLASE_RXN,1,0,0,0,0,0,0,0
1_1_1_210_RXN,1,0,0,0,0,0,0,0
ISOVALERYLCOA_DHLIPOAMIDE_RXN,1,0,0,0,0,0,0,0
NUCLEOSIDE_DIP_KIN_RXN,0,1,0,0,0,0,0,0
2_4_1_67_RXN,1,0,0,0,0,0,0,0
RXN_13309,1,0,0,0,0,0,0,0
RXN_13308,1,0,0,0,0,0,0,0
R07676,1,0,0,0,0,0,0,0
ADENPHOSPHOR_RXN,1,0,0,0,0,0,0,0
1_14_11_24_RXN,1,0,0,0,0,0,0,0
RXN_13303,1,0,0,0,0,0,0,0
RXN_13302,1,0,0,0,0,0,0,0
RXN_13301,1,0,0,0,0,0,0,0
RXN_13300,1,0,0,0,0,0,0,0
RXN_13307,1,0,0,0,0,0,0,0
RXN_13306,1,0,0,0,0,0,0,0
RXN_13305,1,0,0,0,0,0,0,0
RXN_13304,1,0,0,0,0,0,0,0
RXN66_477,1,0,0,0,0,0,0,0
RXN66_476,1,0,0,0,0,0,0,0
RXN66_472,1,0,0,0,0,0,0,0
2_3_1_135_RXN,1,0,0,0,0,0,0,0
RXN66_479,1,0,0,0,0,0,0,0
RXN66_478,1,0,0,0,0,0,0,0
ALDOSE1EPIM_RXN,1,0,0,0,0,0,0,0
CDPKIN_RXN,1,1,0,0,0,0,0,0
etr_quinols_c2,0,0,0,0,0,0,0,0
ASPARAGHYD_RXN,1,0,0,0,0,0,0,0
RXN_7248,1,1,0,0,0,0,0,0
RXN_7249,1,1,0,0,0,0,0,0
RXN_7245,1,1,0,0,0,0,0,0
RXN_7246,1,1,0,0,0,0,0,0
RXN_7247,1,1,0,0,0,0,0,0
RXN_7716,1,0,0,0,0,0,0,0
RXN_7241,0,1,0,0,0,0,0,0
RXN_7242,1,1,0,0,0,0,0,0
RXN_7243,1,1,0,0,0,0,0,0
RXN_6622,0,1,0,0,0,0,0,0
RXN66_28,1,0,1,0,0,0,0,0
SUGAR_PHOSPHATASE_RXN,0,1,0,0,0,0,0,0
RXN66_27,1,0,0,0,0,0,0,0
TRANSALDOL_RXN,0,1,0,0,0,0,0,0
2_1_1_60_RXN,1,0,0,0,0,0,0,0
R03014,1,0,0,0,0,0,0,0
3_6_1_17_RXN,1,0,0,0,0,0,0,0
R00769,1,0,0,0,0,0,0,0
RXN_8971,1,0,0,0,0,0,0,0
RXN_8976,0,1,0,0,0,0,0,0
RXN_8975,1,0,0,0,0,0,0,0
R342_RXN,1,0,0,0,0,0,0,0
RXN_9556,1,0,0,0,0,0,0,0
RXN_9557,1,0,0,0,0,0,0,0
RXN_9550,1,0,0,0,0,0,0,0
rxn_11887,1,0,0,0,0,0,0,0
RXN_9558,1,0,0,0,0,0,0,0
ASNSYNA_RXN,0,0,0,0,1,0,0,0
RXN_7669,1,0,0,0,0,0,0,0
CARBOXYLESTERASE_RXN,1,0,0,0,0,0,0,0
SULFATE_ADENYLYLTRANS_RXN,0,1,0,0,0,0,0,0
squalene_monooxygenase_rxn,1,0,0,0,0,0,0,0
RXN_7663,0,1,0,0,0,0,0,0
RXN_9952,1,1,0,1,1,0,0,0
RXN_7648,0,1,0,0,0,0,0,0
RXN_9951,0,0,0,1,0,0,0,0
3_5_5_1_RXN,0,1,0,0,0,0,0,0
RXN0_6491,0,1,0,0,0,0,0,0
PELUDP_RXN,1,0,0,0,0,0,0,0
RXN_8773,1,0,0,0,0,0,0,0
CARBPSYN_RXN,0,1,0,1,0,0,0,0
RXN_12473,1,0,0,0,0,0,0,0
R00945,0,1,0,0,0,0,0,0
R00946,0,1,0,0,0,0,0,0
RXN_8151,1,0,0,0,0,0,0,0
RXN_8152,1,0,0,0,0,0,0,0
RXN_8155,1,0,0,0,0,0,0,0
PRPPSYN_RXN,1,1,0,0,0,0,0,0
NUCLEOSIDE_DIPHOSPHATASE_RXN,1,0,0,0,0,0,0,0
rxn_8025,0,1,0,0,0,0,0,0
NADPYROPHOSPHAT_RXN,1,0,0,0,0,0,0,0
rxn_8026,0,1,0,0,0,0,0,0
RXN_12078,1,0,0,0,0,0,0,0
PHOSPHASERSYN_RXN,0,1,0,0,0,0,0,0
ACYLACPSYNTH_RXN,0,1,0,0,0,0,0,0
sedobisaldol_rxn,0,1,0,0,0,0,0,0
RXN_12070,0,0,0,1,0,0,0,0
GABATRANSAM_RXN,1,1,0,1,0,0,0,0
RXN_9825,1,0,0,0,0,0,0,0
MALATE_DEHYDROGENASE_NADP+_RXN,1,1,0,1,1,0,0,0
RXN_7647,0,1,0,0,0,0,0,0
3_2_1_18_RXN,1,0,0,0,0,0,0,0
1_2_4_4_RXN,1,0,0,0,0,0,0,0
METHYLGLUTACONYL_COA_HYDRATASE_RXN,0,0,0,1,0,0,0,0
L_LACTATE_DEHYDROGENASE_RXN,1,0,0,1,1,0,0,0
RXN_5822,1,1,0,0,0,0,0,0
1_18_1_2_RXN,0,0,0,0,0,0,0,0
RXN_9603,1,0,0,0,0,0,0,0
RXN_9601,0,1,0,0,0,0,0,0
RXN_1381,0,1,0,0,0,0,0,0
PRPPAMIDOTRANS_RXN,0,1,0,0,0,0,0,0
RXN0_5225,1,0,0,0,0,0,0,0
RXN0_5224,1,1,0,1,0,0,0,0
5_METHYLTHIORIBOSE_KINASE_RXN,1,0,0,0,0,0,0,0
RXN_11368,1,0,0,0,0,0,0,0
RXN_12673,1,0,0,0,0,0,0,0
RXN_9733,0,1,0,0,0,0,0,0
R147_RXN,1,0,0,0,0,0,0,0
ACETATE__COA_LIGASE_RXN,0,1,0,0,1,0,0,0
RXN_11322,1,0,0,0,0,0,0,0
4_6_1_11_RXN,1,0,0,0,0,0,0,0
RXN_12698,1,0,0,0,0,0,0,0
STRICTOSIDINE_SYNTHASE_RXN,1,0,1,0,0,1,0,0
RXN_12693,1,1,0,0,1,0,0,0
THYMIDYLATESYN_RXN,0,1,0,0,0,0,0,0
RXN_12696,1,0,0,0,0,0,0,0
RXN_12694,0,1,0,0,0,0,0,0
R03140,0,1,0,0,0,0,0,0
SPHINGANINE_KINASE_RXN,1,0,0,0,0,0,0,0
RXN0_4401,1,0,0,0,0,0,0,0
BETA_LACTAMASE_RXN,1,0,0,0,0,0,0,0
INORGPYROPHOSPHAT_RXN,0,1,0,0,0,0,0,0
RXN_11524,1,0,0,0,0,0,0,0
ACETOOHBUTSYN_RXN,0,1,0,0,0,0,0,0
RXN_10699,0,0,0,0,1,0,0,0
NADPH_DEHYDROGENASE_FLAVIN_RXN,1,0,0,0,0,0,0,0
RXN_10692,1,0,0,0,0,0,0,0
RXN_10693,1,0,0,0,0,0,0,0
RXN_10696,0,0,0,0,1,0,0,0
RXN_10697,0,0,0,0,1,0,0,0
RXN_10698,0,0,0,0,1,0,0,0
4_2_1_59_RXN,0,1,0,0,0,0,0,0
R02941,0,1,0,0,0,0,0,0
2_1_1_79_RXN,0,0,1,1,0,0,0,0
RXN_14994,1,0,0,0,0,0,0,0
PALMITOYL_COA_HYDROLASE_RXN,0,1,0,0,0,0,0,0
RXN_2621,1,0,0,0,0,0,0,0
RXN_2622,1,0,0,0,0,0,0,0
salicyl_alcohol_glucosyltransferase_rxn,0,1,0,0,0,0,0,0
RXN_2561,0,1,0,0,0,0,0,0
CYTOCHROME_C_OXIDASE_RXN,0,0,0,0,0,0,0,0
RXN1F_10,0,1,0,0,0,0,0,0
FUCOKINASE_RXN,1,1,0,1,1,0,0,0
RXN1F_19,0,1,0,0,0,0,0,0
DIHYDROXYISOVALDEHYDRAT_RXN,0,1,0,0,0,0,0,0
3_1_3_76_RXN,1,0,0,0,0,0,0,0
F16BDEPHOS_RXN,1,1,0,0,0,0,0,0
RXN_14932,1,0,0,0,0,0,0,0
MBCOA_DHLIPOAMIDE_RXN,1,0,0,0,0,0,0,0
AMINEOXID_RXN,1,0,0,0,0,0,0,0
RXN_14208,1,0,0,0,0,0,0,0
RXN_6724,1,1,0,0,0,0,0,0
2_3_1_92_RXN,1,1,0,0,1,0,0,0
RXN_14201,1,1,0,0,0,0,0,0
RXN_6723,1,0,0,0,0,0,0,0
2_6_1_57_RXN,1,0,0,0,0,0,0,0
RXN0_2301,1,0,0,0,0,0,0,0
MMUM_RXN,1,0,0,0,0,0,0,0
RXN0_5433,1,1,0,0,0,0,0,0
R00571,1,0,0,0,0,0,0,0
GTP_CYCLOHYDRO_I_RXN,0,1,0,0,0,0,0,0
1_1_1_8_RXN,1,1,0,0,1,0,0,0
R00372,0,1,0,0,0,0,0,0
PROTOHEMEFERROCHELAT_RXN,0,1,0,0,0,0,0,0
MR00367,1,0,0,0,0,0,0,0
RXN_13822,1,0,1,1,0,0,0,0
METHYLCROTONYL_COA_CARBOXYLASE_RXN,0,0,0,1,0,0,0,0
RXN_18178,1,0,0,0,0,0,0,0
RXN_1841,1,0,0,0,0,0,0,0
RXN_13642,1,0,0,0,0,0,0,0
RXN_13643,1,0,0,0,0,0,0,0
RXN_13641,0,1,0,0,0,0,0,0
RXN_6384,0,0,0,0,1,0,0,0
SARCOX_RXN,1,1,0,0,1,0,0,0
RXN_6383,0,0,0,0,1,0,0,0
RXN66_469,1,0,0,0,0,0,0,0
RXN_2541,0,1,0,0,0,0,0,0
RXN_2542,0,1,0,0,0,0,0,0
RXN_2543,0,1,0,0,0,0,0,0
NARINGENIN_3_DIOXYGENASE_RXN,1,1,0,0,0,0,0,0
L_ARABINOKINASE_RXN,1,0,0,0,0,0,0,0
HISTIDINE_DECARBOXYLASE_RXN,1,0,0,0,0,0,0,0
R05604,1,0,0,0,0,0,0,0
3_1_1_81_RXN,1,0,0,0,0,0,0,0
RXN_4723,0,1,0,0,0,0,0,0
SCOPOLETIN_GLUCOSYLTRANSFERASE_RXN,0,0,1,0,0,0,0,0
UDPREDUCT_RXN,0,1,0,0,0,0,0,0
R07484,1,0,0,0,0,0,0,0
R07486,1,0,0,0,0,0,0,0
RXN_7253,1,1,0,0,0,0,0,0
RXN_7700,0,1,0,0,0,0,0,0
RXN_7251,1,1,0,0,0,0,0,0
RXN_7250,1,1,0,0,0,0,0,0
RIBOPHOSPHAT_RXN,0,1,0,0,0,0,0,0
2_7_1_152_RXN,1,0,0,0,0,0,0,0
CYCLOARTENOL_SYNTHASE_RXN,1,0,0,0,0,0,0,0
ESTRADIOL_17_BETA_DEHYDROGENASE_RXN,1,0,0,0,0,0,0,0
PORPHOBILSYNTH_RXN,0,1,0,0,0,0,0,0
RXN3DJ_11417,1,0,0,0,0,1,0,0
PHOSPHATIDYLINOSITOL_3_PHOSPHATASE_RXN,1,0,0,0,0,0,0,0
THIAZOLSYN3_RXN,0,1,0,0,0,0,0,0
2_4_2_38_RXN,1,0,0,0,0,0,0,0
3_1_2__RX,0,0,0,0,0,0,0,0
12_ALPHA_L_FUCOSIDASE_RXN,1,0,0,0,0,0,0,0
RXN_8014,0,0,0,1,0,0,0,0
2_5_1_43_RXN,1,0,0,0,0,0,0,0
N_CARBAMOYLSARCOSINE_AMIDASE_RXN,1,0,0,0,0,0,0,0
R06284,0,1,0,0,0,0,0,0
RXN_7674,0,1,0,0,0,0,0,0
RXN_7679,0,1,0,0,0,0,0,0
RXN_7678,0,1,0,0,0,0,0,0
XYLISOM_RXN,1,0,0,0,0,0,0,0
RXN_600,1,0,0,0,1,0,0,0
RXN_9944,0,1,0,0,0,0,0,0
RXN_602,1,0,0,0,0,0,0,0
2_5_1_32_RXN,0,1,0,0,0,0,0,0
RXN_8495,1,0,0,0,0,0,0,0
SUCCINATE_SEMIALDEHYDE_DEHYDROGENASE_RXN,0,0,0,1,0,0,0,0
RXNQT_4328,1,0,0,0,0,0,0,0
PREPHENATE_TRANSAMINE_RXN,1,1,0,0,0,0,0,0
2_3_1_43_RXN,1,0,0,0,0,0,0,0
RXNQT_4325,1,0,0,0,0,0,0,0
RXNQT_4324,1,0,0,0,0,0,0,0
RXNQT_4327,1,0,0,0,0,0,0,0
RXNQT_4326,1,0,0,0,0,0,0,0
RXN_12195,1,1,0,0,0,0,0,0
FLAVONOID_3_MONOOXYGENASE_RXN,1,0,0,0,0,0,0,0
RXN_12197,1,1,0,1,0,0,0,0
RXN_12196,1,0,0,1,1,0,0,0
LONG_CHAIN_ALCOHOL_OXIDASE_RXN,1,0,0,0,0,0,0,0
GAPOXNPHOSPHN_RXN,1,1,0,0,0,0,0,0
RXN_12199,1,1,1,1,0,0,0,0
RXN_12198,1,1,0,1,0,0,0,0
RXN_16786,1,0,0,0,0,0,0,0
RXN_1623,1,1,1,1,1,0,0,0
HOMOGENTISATE_12_DIOXYGENASE_RXN,1,0,0,0,0,0,0,0
GUANINE_DEAMINASE_RXN,1,0,0,0,0,0,0,0
RXN_12042,1,0,0,0,0,0,0,0
2_3_1_75_RXN,1,0,0,0,0,0,0,0
DIPHOSPHOMEVALONTE_DECARBOXYLASE_RXN,1,0,0,0,0,0,0,0
RXN_9549,1,1,0,1,1,0,0,0
RXN_9548,0,1,0,0,0,0,0,0
